streams,block_size,array_size,iterations,total_ms,h2d_ms,norm_ms,conv_ms,d2h_ms,throughput_mel_s,bandwidth_gbps,speedup
1,256,1000000,5,0.65,0.15,0.24,0.18,0.08,1545.19,12.36,1.00
